Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Per_hour,Salary,Min_salary,Max_salary,Average_salary,Job_State,Company_age,Python_yn,AI_yn,ML_yn,Statistic_yn,Simplified_title,Seniority,desc_len
"Process Development Scientist- 30491, 30490 & 30558",$94K - $150K (Glassdoor est.),"Process Development Scientist - 30490
Education:
Doctorate degree or Master’s degree and 3 years of directly related experience or Bachelor’s degree and 5 years of directly related experience or Associate’s degree and 10 years of directly related experience.
Preferred Qualifications:
Attributes – Previous experience on Automatic Visual Inspection equipment used for in-process 100% inspection of injections (e.g. EISAI, Bosch, Syntegon, Brevetti, Seidenader) or Camera based inspection systems (Cognex, Halcon, Antares, etc.)",-1.0,CIS International LLC,"Juncos, PR",-1,-1,-1,-1,-1,-1,0,94 - 150 ,94,150,122.0, PR,-1,0,1,0,0,not_specified,not_specified,527
Principal Data Scientist – 1212 Deming Way,$97K - $156K (Glassdoor est.),"Are you looking to take your Data Science career to the next level? As a Principal Data Scientist at UW Health, you will have the opportunity to :
Impact human health.
Apply data science to make a real and meaningful impact by working directly with doctors and nurses at the #1 hospital in Wisconsin.
Leverage TBs of data spanning clinical, claims, revenue cycle, finance, patient experience, and administrative data as structured, unstructured, streaming, and geo-spatial data.
Collaborate with well-known researchers at the University of Wisconsin - Madison and the School of Medicine and Public Health (SMPH) on cutting-edge research.",3.9,UW Health,"Madison, WI",10000+ Employees,-1,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,97 - 156 ,97,156,126.5, WI,-1,0,1,0,0,data scientist,senior,637
Data Scientist I,$97K - $156K (Glassdoor est.),"Battelle delivers when others can’t. We conduct research and development, manage laboratories, design and manufacture products and deliver critical services for our clients—whether they are a multi-national corporation, a small start-up or a government agency.

We recognize and appreciate the value and contributions of individuals with diverse backgrounds and experiences and welcome all qualified individuals to apply.


We are currently seeking a Data Scientist I. This position is located in Columbus, OH.",3.7,Battelle,"Columbus, OH",10000+ Employees,1929,Nonprofit Organization,Research & Development,Business Services,$5 to $10 billion (USD),0,97 - 156 ,97,156,126.5, OH,92,0,0,0,0,data scientist,not_specified,510
Data Scientist,$97K - $156K (Glassdoor est.),"The Data Scientist will work with apart of the Advanced Services team within Global Professional Services. This role will work with a variety of Lexmark teams including Service Operations, Engineering, R&D, and IT. This role will work directly with Lexmark’s customers as needed to develop new capabilities for Lexmark’s IoT initiative. Dive into technical project work to help Predictive Service Management increase customer up time and reduce Lexmark costs. Leverage and create cutting-edge predictive models and supporting technologies to build better services and support for Lexmark print and IoT devices.
Responsibilities:
Work with cross-functional resources including IT, Hardware/Firmware/Software Development Engineering, and Service Operations teams within Lexmark",3.9,"Lexmark International, Inc.","Lexington-Fayette, KY",10000+ Employees,1991,Company - Private,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),0,97 - 156 ,97,156,126.5, KY,30,0,0,0,0,data scientist,not_specified,775
Healthcare Data Analyst,$97K - $156K (Glassdoor est.),"At SUN Behavioral Health our team of dedicated, compassionate professionals is committed to improving the health and well-being of the people and communities we serve. We partner with hospitals, doctors, schools and social service agencies to solve the unmet behavioral health needs that exist in neighborhoods across the country. Our top priority is delivering education about the recovery process to programs that save lives and enhance life. At SUN, our team of experts fosters a caring, healing hospital environment designed to meet each persons unique recovery needs in mental health treatment and substance abuse disorders.
Position Summary
The Healthcare Data Analyst is a new role and will serve as a member of the Corporate Information Systems team providing data analytic support to organization management, including business, finance, and clinical teams. The key initial responsibility for this role will be to design and manage the entire data analysis process, to include fundamental organizational reports within applications, such as reporting tools available within the EHR, to more complex design and development of business intelligence solutions. The analyst will collaborate with various stakeholders to create visual and insightful comprehensive reporting and also identify gaps in data due to inefficient workflows or system configurations. The Analyst will also help to ensure data reporting integrity throughout the organization by maintaining knowledge of systems-wide raw data sources such as the EHR (WellSky Interactant), Paycom and CRM, and working closely with diverse staff to define analytic needs in order to identify opportunities for automation and reporting improvements.",3.4,SUN Behavioral Health,"Columbus, OH",1001 to 5000 Employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),0,97 - 156 ,97,156,126.5, OH,8,0,1,0,0,analyst,not_specified,1708
Certifying Scientist (2nd or 3rd Shift),$97K - $156K (Glassdoor est.),"SUMMARY: The Certifying Scientist performs clinical laboratory testing by applying standardized procedures, performing quality control and preventative maintenance, and interpreting results as to accuracy, acceptability and critical limits. Interacts with other staff members for training, quality control oversight and data analysis. Functions as a negative certifying scientist and positive certifying scientist.
ESSENTIAL DUTIES:
*Must be willing to work flexible hours/Wed-Sat & Weekends, 2nd Shift 5:00pm-1:30am and/or 3rd shift 11:00pm-7:00am. This is a temporary position due to Covid-19.
Follows lab procedures for specimen handling and processing, reporting and maintaining records and exercising independent judgment when necessary",-1.0,Luxor Scientific,"Greenville, SC",-1,-1,-1,-1,-1,-1,0,97 - 156 ,97,156,126.5, SC,-1,0,1,0,0,not_specified,not_specified,741
Scientist,$97K - $156K (Glassdoor est.),"Why Join Revenue Analytics?
Because you have exceptional talents and you want to be part of a fun and highly collaborative team that creates analytical products to solve business problems for world-renowned companies.

What's In It For You?
· Competitive base salary
· 100% paid healthcare including medical, dental, and vision coverage for our employees and their families
· 100% paid life insurance, long and short-term disability coverage for team members
· 401k plan with a generous match and is vested immediately
· Company issued cell phone or phone allowance
· Open PTO plan (take what you need!) and 9 paid holidays",4.2,Revenue Analytics,"Atlanta, GA",51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),0,97 - 156 ,97,156,126.5, GA,16,0,1,0,0,not_specified,not_specified,623
"Sr Scientist, Molecular Engineering",$97K - $156K (Glassdoor est.),"NexImmune is a clinical-stage biotechnology company developing a novel approach to immunotherapy designed to employ the body’s own T cells to generate a specific, potent, and durable immune response that mimics natural biology. We are seeking highly skilled and motivated individuals to join an entrepreneurial team of experienced professionals dedicated to science, patients and addressing diseases with significant unmet need. We are a company with an uncompromising commitment to shared values, a strong work ethic, and respect for individuals. We set clear expectations, empower people to succeed, and reward results. Our executive team, Board of Directors, and investors include several successful industry veterans committed to building an exceptional company capable of transforming the field of immunotherapy.
The backbone of NexImmune’s approach is its proprietary Artificial Immune Modulation (AIMTM) nanoparticle technology platform. The AIM technology enables NexImmune to construct nanoparticles that function as synthetic dendritic cells capable of directing a specific T cell-mediated immune response. By mimicking natural T cell biology, NexImmune’s T cell product candidates are designed to combine the attributes of cellular precision, potency, and persistence with reduced potential for undesired toxicities.",-1.0,NexImmune,"Gaithersburg, MD",-1,-1,-1,-1,-1,-1,0,97 - 156 ,97,156,126.5, MD,-1,0,1,0,0,not_specified,senior,1327
Data Scientist,$97K - $156K (Glassdoor est.),"Company: Herdt Consulting, Inc.
An excellent opportunity with a highly successful, Veteran-Owned Small Business (VOSB). Every day, our clients trust Herdt to help navigate their most complex business and organizational challenges. We partner with our clients at all levels to ensure all business objectives are fully realized. Herdt provides project management, process and leadership support as well as specialized technical support to the U.S. Department of Defense (DoD) and other Federal agencies. Herdt employees are accomplished individuals who have served as hands-on leaders in the U.S. military and private industry - We hire the best. Our employees lead some of the most complex enterprise business systems and business processes through implementation and sustainment. We are valued for our technical knowledge, business process expertise and industry best-practice solutions.",3.9,Herdt Consulting Inc,"Norfolk, VA",51 to 200 Employees,-1,Company - Private,Consulting,Business Services,$10 to $25 million (USD),0,97 - 156 ,97,156,126.5, VA,-1,0,1,0,0,data scientist,not_specified,887
Scientist / Biologist - GMP QC,$97K - $156K (Glassdoor est.),"The Quality Control Analyst will play an integral role in the GMP Facility supporting the growing operations and customer base by performing bioassays. This position will deliver exceptional quality, with high attention to detail in day to day operations to ensure that client expectations are consistently met.
Responsibilities:
Execute multiple client bioassays concurrently involving mammalian cell culture, AAV transductions, qPCR, and cell banking in a GMP environment
Demonstrate scientific technical expertise in the execution of laboratory procedures
Accurately perform lab procedures according to and in compliance with GMP, CFR guidelines, and internal SOPs",3.4,Absorption Systems,"Exton, PA",51 to 200 Employees,1996,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,97 - 156 ,97,156,126.5, PA,25,0,1,0,0,not_specified,not_specified,667
Senior Analytical Scientist,$97K - $156K (Glassdoor est.),"Position Overview:
Catalent hires people with a passion to make a difference to the health of millions of people globally. Your expertise, coupled with Catalent’s advanced technologies and collaboration with thousands of innovative pharmaceutical, biotech and healthcare companies, will help bring life-enhancing products to the people you know and love. Your talents , ideas and passion are essential to our mission; to develop, manufacture and supply products that help people live better, healthier lives. Interested in learning more about life at Catalent? Start here
Senior Analytical Scientist
The Senior Analytical Scientist reports to the Associate Director",3.5,Catalent Pharma Solutions,"Winchester, KY",10000+ Employees,2007,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),0,97 - 156 ,97,156,126.5, KY,14,0,0,0,0,not_specified,senior,665
Data Science Specialist,$97K - $156K (Glassdoor est.),"Eaton Corporation is currently seeking a Data Science Specialist to join our team. This position can be based at our Moon Township PA, Menomonee Falls WI, Southfield MI, Cleveland OH or Raleigh NC facility. Relocation assistance will be provided if needed.

The Data Science Specialist will be directly involved in the application of statistics, machine learning, and analytic approaches to answer challenging business questions. This work will help businesses across the enterprise solve critical business problems, uncover new business opportunities, and turn their large volumes of data into valuable, actionable insights.

Making what matters work at Eaton takes the passion of every employee around the world. We create an environment where creativity, invention and discovery become reality, each and every day. It’s where bold, bright professionals like you can reach your full potential—and where you can help us reach ours.",3.9,Eaton,"Southfield, MI",10000+ Employees,1911,Unknown,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),0,97 - 156 ,97,156,126.5, MI,110,0,0,0,1,not_specified,not_specified,932
Sales Data Analyst,$97K - $156K (Glassdoor est.),"Sales Data Analyst
We are looking for a Sales Data Analyst, who will be responsible for maintaining sales & marketing data, compiling & analyzing this data to identify trends and provide valuable feedback. The sales data analyst is also responsible for facilitating and guiding the forecast process and supporting MPP’s sales & marketing efforts.
Duties and Responsibilities:
Compile and analyze data over time to forecast sales trends.
Prepare and update custom sales and forecasting reports, using external and internal sources.
Review past sales data to determine trends in productivity.",2.8,MPP,"Noblesville, IN",51 to 200 Employees,-1,Company - Private,Insurance Carriers,Insurance,Less than $1 million (USD),0,97 - 156 ,97,156,126.5, IN,-1,0,1,0,0,analyst,not_specified,590
NGS Scientist,$97K - $156K (Glassdoor est.),"NGS Scientist
MedGenome, Inc. is looking for an outstanding scientist. The scientist must have a passion for innovating new applications that use Next Generation Sequencing technologies. The scientist must be able to learn quickly, creatively solve problems, and communicate effectively. The ideal candidate will have a PhD or equivalent depth of knowledge and experience in molecular biology or genetics, especially as applied to NGS applications in Immunology and cancer.
Key Responsibilities:
Work with early access customers to test new products and applications; develop and run internal product validation efforts",3.4,MedGenome,"Foster City, CA",51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),0,97 - 156 ,97,156,126.5, CA,-1,0,0,0,0,not_specified,not_specified,619
Certifying Scientist LC MS MS SPECIALIST FT,$97K - $156K (Glassdoor est.),"Certifying Scientist or Mass Spec Technician or Specialist
LC MS/MS Urine Toxicology - FT Day shift
· This role will be responsible for performing analytical drug testing in urine toxicology, data review and analysis in a small reference laboratory. The laboratory staff will operate LC/MS-MS equipment to perform urine toxicology confirmation (quantitative analysis) to determine the amount of therapeutic or illicit drugs in a patient specimen. The selected candidate will be conducting a review of all confirmation results to ensure the accuracy and integrity of the drug testing process, and subsequently releasing these test reports to physicians or other healthcare professionals.
· The ideal candidate will have experience operating both urine drug screening and LC/MS/MS confirmation instruments as well as LIS systems.",-1.0,Physicians Laboratory,"Baltimore, MD",-1,-1,-1,-1,-1,-1,0,97 - 156 ,97,156,126.5, MD,-1,0,0,0,0,not_specified,not_specified,827
Data Scientist,$97K - $156K (Glassdoor est.),"Data Scientist – Direct Hire – Buffalo, NY

Top rated Buffalo employer is seeking a Senior Data Scientist to lead the Predictive Analytics effort at a progressive company. Report directly into Senior Leadership and be part of the Strategic Management team. This is not an IT role, rather a Strategic-Level data role. We seek a data analytics expert to advance the process of predicting outcomes and behaviors of key stakeholders including customers. Provide insight to leaders in order to adapt the strategic planning process, sales, marketing and customer support efforts of the entity.

The successful individual will already have been through a successful corporate initiative achieving enterprise level, data aggregation from multiple sources, defining and cleansing complex data, importing and massaging data using statistical and reporting tools including MS Excel, R, SAS, Tableau etc. Must have experience successfully providing predictive outcomes and analysis beyond advanced reporting.

This is a leadership and business role, as much as it is a data role. This position provides guidance and support to Junior Data Scientists on the team. Leadership acumen and business communication skills are big parts of this job. If you are looking for a behind-the-scenes ‘data only’ position, this is not it. Instead, this company seeks an individual who will become the liaison to the senior leadership team, and who will interface directly with business users who own the data in order to help them make better decisions.

Challenge, growth, leadership advancement and a great company wait you! Apply today.


Data Scientist

Data Architect

Data Analytics

Predictive Analytics

Statistical Analyst

Data Analyst

IND123",4.1,Systems Personnel,"Orchard Park, NY",1 to 50 Employees,1996,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),0,97 - 156 ,97,156,126.5, NY,25,0,1,0,1,data scientist,not_specified,1725
Experienced Data Engineer,$97K - $156K (Glassdoor est.),"At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That’s why we provide an environment focused on openness, inclusion, trust and respect. Here, you’ll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession. We value your hard work, integrity and commitment to make things better, and we put people first by offering you benefits that support your life and well-being. To learn more, please visit https://www.libertymutualgroup.com/about-lm/careers/benefits
Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great Place to Work® US for the past several years. We were also selected as one of the “100 Best Places to Work in IT” on IDG’s Insider Pro and Computerworld’s 2020 list. We have been named by Forbes as one of America’s Best Employers for Women and one of America’s Best Employers for New Graduates—as well as one of America’s Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-inclusion

17",3.8,Liberty Mutual Insurance,"Dover, NH",10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,97 - 156 ,97,156,126.5, NH,109,0,1,0,0,data engineer,not_specified,1136
Data Engineer-Active Clearance,$97K - $156K (Glassdoor est.),"Under little or no supervision, responsible for the development of analytical solutions and databases. Develops specifications for the most efficient database solutions. Supports the evaluation and selection of solutions that meets customer requirements. Good working knowledge and hands-on experience with key software platform architectures, web servers, application servers, and relational databases. Performs work involved in one or more of the phases of developing software used in products or services provided to the customer. Designs and implements enterprise infrastructure and platforms required for cloud computing. Analyzes system requirements and ensures that systems will be securely integrated with current applications. Has a deep understanding of system development in cloud environments, including Software as Service (SaaS), Platform as Service (PaaS), or Infrastructure as a Service (IaaS). Designs and builds relational databases for data storage or processing. Develops strategies for warehouse implementation, data acquisition, and archive recovery. May evaluate new data sources for adherence to the organization's quality standards and ease of integration. Provide consultation on complex projects and is considered to be a top-level contributor/specialist. Key member of a data science project team supporting analytic development.",-1.0,The Brite Group,"Washington, DC",1 to 50 Employees,-1,Contract,-1,-1,Less than $1 million (USD),0,97 - 156 ,97,156,126.5, DC,-1,0,0,0,0,data engineer,not_specified,1357
ASSOCIATE SCIENTIST,$97K - $156K (Glassdoor est.),"Job Summary
The incumbent is responsible for routine testing of raw material, in-process, finished product and stability samples in the Quality Control Chemistry laboratory.
Reports to QC Chemistry Supervisor
Duties are of routine nature and are followed according to established standard operating procedures. Problem recognition ability is needed. Non-critical functions utilize independent action and decision making with follow-up reporting to supervision.
Supervisor directly responsible for training, assignment of duties and review/approval of work. Direction, training and some day-to-day supervision may also come from a Scientist or Lead Scientist.",3.6,Fresenius Kabi,"Grand Island, NY",10000+ Employees,-1,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$5 to $10 billion (USD),0,97 - 156 ,97,156,126.5, NY,-1,0,1,0,0,not_specified,not_specified,658
LEAD SCIENTIST,$97K - $156K (Glassdoor est.),"Job Summary
The Lead Scientist supports a departmental group of personnel ranging from QC Technicians to Scientists. Direct supervision of typically 2-3 analysts is part of the learning aspect of this position. This is assigned by QC Manager, when appropriate, and under manager’s guidance. This position is also designed to be a QT (Qualified trainer) to perform training to the department and is designed to have back-up supervisory responsibilities when the regular supervisor is on vacation or absent. Reports to QC Chemistry Manager

Duties are of routine nature following established standard operating procedures. Problem recognition ability is needed. Non-critical functions, and to a lesser degree some critical functions, utilize independent action and decision making with follow-up reporting to management.",3.6,Fresenius Kabi,"Wilson, NC",10000+ Employees,-1,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$5 to $10 billion (USD),0,97 - 156 ,97,156,126.5, NC,-1,0,1,0,0,not_specified,senior,818
Life Data Analyst,$97K - $156K (Glassdoor est.),"A company built to serve you. It's your career, Shelter it!
The Data Analyst produces recurring and ad hoc reports using a variety of querying tools. Works closely with business partners and Information Services to identify appropriate data sources, providing ad-hoc reports and operations analysis of large data sets for making business decisions. Learns and implements new tools including data analytic and visualization software products. Serves as a liaison between business partners and Information Services as needed with regard to project management, reporting inquiries, and piloting new systems. Ability to perform the essential functions of the position with or without a reasonable accommodation.

Minimum starting salary: $43,735.00 - $63,677.00
If interested, please apply by:
04/10/2021",4.4,Shelter Insurance,"Columbia, MO",1001 to 5000 Employees,1946,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,97 - 156 ,97,156,126.5, MO,75,0,1,0,0,analyst,not_specified,800
Data Analyst,$97K - $156K (Glassdoor est.),"Michael Baker International is a leading provider of engineering, development, intelligence and technology solutions with global reach and mobility. The firm offers a comprehensive range of innovative services and solutions in support of federal, state, and municipal governments, foreign allied governments, and a wide range of private development and commercial clients. Michael Baker International’s focus is on the safety and security of people across the world through planning and engineering improvements to infrastructure and the environment, and through protection of our quality of life and freedom in support of national and international security. With more than $1 billion in annual revenue, Michael Baker International has more than 5,000 employees in over 80 offices located across the U.S. and internationally, and is ranked as the 26th largest design firm in the U.S. by Engineering News Record (ENR). Michael Baker International’s Mission is to make a difference by providing innovative solutions to sustain the future and further the safety, security and quality of life for people across the globe by providing the highest level of expertise, unmatched quality and effective project teams for a diverse range of projects and clients. Michael Baker International offers excellent benefit packages that includes: Medical, Dental, Vision, Disability Insurance, Life Insurance, Flexible Spending Accounts, Additional Paid Time Off, Flex-Time, 401-K Retirement Plan, Tuition Reimbursement and Employee Credit Union. To learn more, please visit us on the web at www.mbakerintl.com . Michael Baker International is an EEO/Affirmative Action Employer - M/F/Disability/Veteran/e-Verify Employer

WHO WE ARE

Michael Baker International is a leading provider of architectural, engineering and consulting services , including design, planning, environmental, construction and program management. The company provides its comprehensive range of services and solutions to support U.S. federal, state, and municipal governments, foreign allied governments, and a wide range of commercial clients. Michael Baker’s more than 3,000 employees across nearly 100 locations are committed to a culture of innovation, collaboration and technological advancement to help solve challenges for clients and communities throughout the country. To learn more, visit https://mbakerintl.com/ .

COST MANAGEMENT PRACTICE

Michael Baker International’s Cost Management group provides cost engineering and cost management services to clients in the federal, state and private sector markets. Our certified and credentialed cost engineers and cost estimators routinely support the planning, design and construction of domestic and international construction and environmental projects for the Department of State, Department of Defense, civilian federal agencies, and state/local municipalities. Our team is highly proficient with current, customer-preferred software, including MII®, PACES®, P6®, Sage Estimating®, and SUCCESS®.

DESCRIPTION

As an integral part of our Project Controls team, the Business Intelligence Analysis position is part of our cost engineering and cost estimating team working at client sites and/or in the Michael Baker Winchester office. The ideal candidate will have experience in providing dashboards, reports, datasets, data management, and trouble shooting.

You will use data and analytics to influence businesses and services. You will support the team with customer centric insights across a multitude of business needs. You will have room for innovation and will be an important voice in our decision-making process.

Knowledge of Project Controls is not a must, but very helpful. In this role you will work with others on the Project team to support technical deliverables for our clients. The position is based in Winchester, VA. Other skills a successful candidate will possess include:

Maintain data source integrity.

Analyze data to uncover trends and correlations to develop insights that can influence project performance.

Conceptualize and develop automation opportunities for data collection and develop self-service data outputs through data visualization tools.

Continuously learn new systems, tools, and industry best practices to help design new studies and build benchmarking products.

5-Years of technical experience with business intelligence analysis and data management.

Analytical and quantitative skills; ability to use hard data and metrics to back up assumptions, recommendations, and drive actions.

Experience with customer behavior analysis and/or customer segmentation

Ability to coordinate cross functional teams and communicate effectively with both technical and non-technical teams.

Experience as a team member.

Experience with value engineering studies and risk management.

Experience in monthly report generation.

PROFESSIONAL REQUIREMENTS

A Bachelor’s degree in Computer Science, Engineering, or related field is ideal but not required. Lack of degree can be offset by experience.

A minimum of 5 years’ experience in the technical industry supporting A/E, construction, or project management industry.

MS Power BI, MS Office with strong Excel ability, knowledge of report writing tools.

Additional computer languages are a plus; DAK, R script, Python, VBA, SQL, and/or HTML5.

Desire to gain experience in Risk Management, Cost Control/Project Controls and Earned Value Management.

Must relocate or commute to Winchester, Virginia.

MICHAEL BAKER INTERNATIONAL EEO STATEMENT

Michael Baker International is proud to be an Affirmative Action/Equal Opportunity Employer. Michael Baker International provides equal employment opportunity for all persons, in all facets of employment. Michael Baker International maintains a drug-free workplace and performs pre-employment substance abuse testing and background checks. We encourage all qualified applicants to apply for any open position for which they feel they are qualified and all will receive consideration for employment without regard to race, color, religion, age, gender, sexual orientation, gender identity, national origin, citizenship status, marital status, genetic information, disability, protected veteran status or any other legally protected status.

EEO is the Law. Applicants to and employees of Michael Baker International are protected under Federal law from discrimination.",3.8,Michael Baker International,"Winchester, VA",1001 to 5000 Employees,1940,Company - Private,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD),0,97 - 156 ,97,156,126.5, VA,81,1,1,1,0,analyst,not_specified,6413
Lead Data Scientist,$97K - $156K (Glassdoor est.),"Guild is hiring for a Lead Data Scientist to develop, deploy, and measure algorithms and tools that enable Guild's product, technology, marketing, and business operations to efficiently and effectively support students at scale.You'll sit at the intersection of data, product, business operations, and internal strategy, and work across the company to serve as a thought partner and data expert to help drive data driven decisions, build algorithms and tools.

As a Lead Data Scientist, you will:
Lead complex data/analytics projects to help Student Operations, Marketing, and Product teams make the best data informed decisions by deeply understanding trends, advising on best practices for collecting data, and building statistical models.
Apply advanced analytical techniques (e.g., NLP, segmentation, or other predictive methods) using structured and unstructured data to identify trends and run descriptive, predictive, and prescriptive analyses aimed at making strategic recommendations.
In addition to working on the Decision and Data Science team, in this role you will collaborate with other Guild leaders including: Mae Podesta, Josh Hadden-Leggett, and Carrie Kaufman.



Guild is increasing economic mobility for working adults by partnering with the largest employers in the country to offer education as a benefit to their employees via our marketplace of nonprofit universities and education institutions. Guild's proprietary technology platform facilitates the administration of this innovative benefit and our team of coaches helps each employee navigate the path back to school, providing individualized support from day one through program completion.

We are one of the few female-led companies to hit a $1 billion valuation and the only Certified B Corporation with those qualifications. Our Series D financing round was led by Ken Chenault, General Catalyst Partners chairman and former CEO of AMEX, and joined by Emerson Collective, LeadEdge Capital, and Iconiq.",3.7,Guild Education,"Denver, CO",501 to 1000 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,97 - 156 ,97,156,126.5, CO,6,0,1,0,1,data scientist,senior,1985
Scientist - Assay Development,$97K - $156K (Glassdoor est.),"LamdaGen develops and commercializes innovative disease detection technologies wherever and whenever they are needed. We do this by focusing on providing point of care diagnostics that are fast, sensitive, easy to use and available for patients globally.
Our company provide an environment that encourages innovation to advance our breakthrough immuno-based Plasmonic Amplification Technology (PAT) for high sensitivity and quantitative rapid POC testing.
Responsibilities include:
Performing hands-on assay development
Developing protocols for immuno-based assays, including surface preparation, immobilization of ligands, affinity and kinetic analysis, and biomarker characterization",-1.0,LamdaGen Corporation,"Menlo Park, CA",-1,-1,-1,-1,-1,-1,0,97 - 156 ,97,156,126.5, CA,-1,0,1,0,0,not_specified,not_specified,685
AI/ML Data Engineer,$97K - $156K (Glassdoor est.),"MORSE is an innovative, employee-owned, tech company located in Kendall Square in Cambridge, MA specializing in solving multi-disciplinary problems faced by the US National Security Ecosystem. Our specially selected team of engineers, software developers and scientists develop algorithms, software integrated prototypes and solutions for Artificial Intelligence, Machine Learning, Manned and Unmanned Aerial Vehicles, Mission Planning, and Situational Awareness.
As a Data Engineer at MORSE, you will work with our multidisciplinary team of scientists, engineers, and software developers on a variety of programs related to machine learning and artificial intelligence. You will be expected to rapidly define, develop, implement, and exercise ETL pipelines for complex systems that use data to help produce actionable insights in operational systems.",4.8,MORSE Corp,"Cambridge, MA",1 to 50 Employees,2014,Company - Private,-1,-1,Less than $1 million (USD),0,97 - 156 ,97,156,126.5, MA,7,0,0,0,0,data engineer,not_specified,851
Data Scientist,$97K - $156K (Glassdoor est.),"HE TEAM YOU WILL BE JOINING:
One of the largest providers of high-quality, single-family residences in the United States
A team of hard-working individuals who take pride in providing the highest quality of safety, security, and stability
A dynamic, highly progressive, and goal-oriented company with expectations of tripling in size over the next few years
Highly acquisitive in the real estate industry held by private equity
WHAT THEY OFFER YOU:
In addition to outstanding training, they host town hall meetings to encourage growth, knowledge sharing across the organization",2.5,AccruePartners,"Charlotte, NC",51 to 200 Employees,2002,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),0,97 - 156 ,97,156,126.5, NC,19,0,1,0,0,data scientist,not_specified,577
Lead Data Analyst,$97K - $156K (Glassdoor est.),"PHEAA is a nonprofit student aid organization that holds a mission of providing affordable access to higher education.

Give back tomorrow by joining us today!

The Lead Data Analyst is responsible for the support, administration, and development of data across the enterprise. This position is responsible for ensuring data quality and maintaining standards to ensure consistency. Additionally, this role works closely with leaders across the organization to improve the quality of data.









Required Skills

Required Experience",3.1,Pennsylvania Higher Education Assistance Agency,"Harrisburg, PA",1001 to 5000 Employees,1963,Nonprofit Organization,Lending,Finance,$500 million to $1 billion (USD),0,97 - 156 ,97,156,126.5, PA,58,0,1,0,0,analyst,senior,534
Data Scientist,$97K - $156K (Glassdoor est.),"Start a Rewarding Career with Alliant


What will your day look like?

The Data Scientist is responsible to lead the development, validation, documentation, and implementation of statistical and advanced machine learning models that are used for decisioning and product management throughout member lifecycle, including segmentation, optimization, and prescriptive analytics; work effectively with internal clients to understand the business needs, propose appropriate quantitative solutions, and develop data-driven recommendations to improve member experience and achieve business objectives; provide statistical and analytical inputs for the development and implementation of policies and business plans related to loan origination, portfolio management, loss forecasting and portfolio monitoring; proactively collaborate with cross-functional partners including Business Intelligence, Model Risk Management, and Information Technology (Database Engineers, Application Development and Information Security); and deliver effective presentations of analysis results and recommendations to multiple levels of leadership and business partners. The incumbent is a key contributor to the success of the Risk Analytics team.







You’ll be a great fit if in addition to an advanced degree (M.S./PhD) in Mathematics, Statistics, Quantitative Finance, Engineering, Computer Science, or other quantitative field required, and you have:




As a thank you for joining our team, you’ll benefit from:


We’re on the list of 100 Best Medium Companies to work for, check it out here. For more details you can also visit our Glassdoor and profiles.",3.5,Alliant Credit Union,"Rolling Meadows, IL",501 to 1000 Employees,1935,Nonprofit Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD),0,97 - 156 ,97,156,126.5, IL,86,0,1,0,1,data scientist,not_specified,1637
Data Engineer Intern,$97K - $156K (Glassdoor est.),"Great compensation package, including a full suite of benefits.
The chance to work for a fast-growing, established tech company, and work side-by-side with a dynamic team of talented professionals.
Fast-paced environment with big goals and the opportunity to make a big impact.
Top five reasons to come to PlanSource:
#5: Join the Vista Family. In March 2019, Vista Equity Partners acquired PlanSource, marking a new phase of growth. Vista’s portfolio of technology and software companies collectively make up the 4th largest software ecosystem in the world with “intraportfolio” career advancement opportunities and have structures in place to leverage shared learnings from across the ecosystem.",4.2,PlanSource,"Orlando, FL",501 to 1000 Employees,2008,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,97 - 156 ,97,156,126.5, FL,13,0,0,0,0,data engineer,not_specified,697
