Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$109K - $175K (Glassdoor est.),"Job Posting End Date: April 20
Unum is a company of people serving people. As one of the world's leading employee benefits providers and a Fortune 500 company, Unum's financial protection benefits help protect more than 36 million working people and their families from the financial impact of illness or injury. Unum's three distinct, but similarly focused US businesses – Unum US, Colonial Life, and Starmount Life – are each a market leader in making disability, life, accident, critical illness, dental, and vision insurance accessible in the workplace.
Headquartered in Chattanooga, Tennessee, Unum also has significant US operations in Portland, Maine, - and over 35 field offices nationwide. Colonial Life is headquartered in Columbia, South Carolina with over 40 field offices nationwide. Starmount Life is based in Baton Rouge, Louisiana, and is the dental and vision center of excellence for Unum in the US.
General Summary
This position for a developing data scientist who is excited to transform data into actionable insights and impact the business through his/her work. The role requires increasing technical expertise in the fields of computer programming, applied statistics and data manipulation; and relies on developing business knowledge. The individual will participate in project work primarily within the functional area, with direction and review by manager. The individual is expected to continuously increase business knowledge and take initiative in identifying and executing analytical approaches to support assigned projects.

Position will interface with actuaries on pricing, reserving, and risk.

Unum",3.8,Unum,"Portland, ME",5001 to 10000 Employees,1848,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Data Analyst,$109K - $175K (Glassdoor est.),"Why 2nd Watch

2nd Watch is in growth mode, and we are looking for like-minded, focused team members to join us! We are looking for the most technically forward-thinking, cloud-passionate employees in the world, and strive daily to align our core values with those that we hire Elevating Each Other, Being Outcome Driven, Winning as a Team, Being Bold, Trusting Each Other, and Having FUN! these are all key elements to who we hire.

2nd Watch has a unique company culture and working environment that live and breathe success and promote pushing the envelope every day in your respective role at the company. This is what drives our teams a perpetual thirst for knowledge, and a desire to work with the best people and take on big challenges together. Getting our attention takes creativity, integrity, a desire to improve yourself and your co-workers each day, and a track record of caring about who you are affecting, both positively and negatively, while you are getting the right stuff done.

We offer roles ranging from all levels in our Sales, Managed Cloud Services, Cloud Enablement, DevOps, Product Development teams and beyond. We are looking for superstars to help raise the bar, setting industry-level standards around project management and delivery of AWS, Azure, and Google Cloud services.



As a cloud native company, 2nd Watch has walked alongside our clients for over a decade helping them migrate to the cloud, accelerate application development, and deliver on their companys strategic goals through the blend of technology and innovation that is at our core. Our services deliver cloud native capabilities through strategic consulting, modernization services, and specialized technology practices focused on maximizing the value of public cloud through:
With a client NPS of 85, our approach has been successful for some of the worlds leading brands and is tested, trusted, and proven to accelerate your cloud adoption.

2nd Watch is an AWS Partner Network (APN) Premier Consulting Partner, a Microsoft Azure Gold Partner, and a Google Cloud Platform Partner. The venture-backed company is headquartered in Seattle, Washington. To learn more about 2nd Watch, visit www.2ndwatch.com or call 888-317-7920.



2nd Watch has an opening for a Data Analyst to join our team! The Data Analyst will be responsible for assisting in developing our automated analytics and dashboards.

Powered by JazzHR",3.7,"2nd Watch, Inc.",Washington State,201 to 500 Employees,2010,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
Product Development Scientist,$109K - $175K (Glassdoor est.),"Product Development Scientist
Zentis is Europe's number one fruit processing company and one of the leading brand manufacturers of jams, sweets and custard-based dessert. The Company's North American operations are located in Philadelphia, Pennsylvania and Plymouth, Indiana, where we produce fruit and dairy preparations for a variety of customers including yogurt, ice cream and bakery manufacturers.
The Product Development Scientist is responsible for developing new products and technologies with strategically importance to Zentis, ultimately leading to the growth and stability of the business. This is accomplished by fostering close interactions with Sales and Zentis customers to effectively manage projects and develop new business.",-1,Zentis North America,"Plymouth, IN",-1,-1,-1,-1,-1,-1
THz Research Scientist,$109K - $175K (Glassdoor est.),"Riverside Research is seeking a highly motivated individual to join the Open Innovation Center as a research scientist in the area of terahertz (THz) science and technology. The candidate will pursue various THz research efforts at the Dayton Research Office, and perform fundamental and applied experimental research in THz spectroscopy, imaging, and sensing.
As a not-for-profit company, Riverside Research re-invests annual profits in independent research and development projects, community outreach initiatives, and employee benefits that exceed the industry average. Your career development is enhanced by the opportunity to work with a broad variety of experts in cutting-edge engineering and research disciplines and personalized attention from Riverside Research senior managers.
All Riverside Research opportunities require US citizenship.",3.7,Riverside Research,"Beavercreek, OH",501 to 1000 Employees,1967,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD)
Data & Analytics Consultant,$109K - $175K (Glassdoor est.),"WHO WE LOOK FOR

An SEI Consultant is a master communicator and active listener who understands how to navigate an audience. Self-aware, almost to a fault, SEI consultants keenly understand how to adjust their approach based on the situation. Following a logical, fact-based approach, our consultants possess the superior ability to see correlations others may not, ask the right questions and drive solutions.

As super-connectors, our consultants connect not only people, but data, trends and experiences. Mature, humble, and genuine, SEI Consultants frequently go above and beyond for both their clients and their colleagues. SEI Consultants are ethical and trustworthy individuals who do what they say. SEI Consultants have an insatiable curiosity and love to learn. These individuals are commonly tech savvy and early adopters. Their passion for learning is infectious and excites others.

As every project is different, an SEI Consultant must be with unexpected situations. An SEI Consultant must be at ease with ambiguity because although a client knows that a problem exists – they need SEI to figure it out and drive a solution. SEI Consultants define ambition differently. SEI Consultants are who like to hang out with colleagues outside of work. Whether it be cooking, traveling, hiking, or volunteering, SEI Consultants enjoy working with genuine, thoughtful folks who want to steer clear of the traditional grind and share the joy of day-to-day life and activities with colleagues, friends and family.



Our consultants work with clients at all levels of the organization, from the C-suite to the shop floor, helping them to deliver on their most strategic initiatives. We’re known for making realistic, data-driven decisions that deliver value in tangible ways to our clients. Our clients ask for us on projects that require a superior combination of technical and business capabilities, people and management skills, and a collaborative mindset. We excel in understanding complex programs and strategic initiatives and breaking them into actionable pieces.

We are actively looking for professionals in the following areas:
The ideal candidate will:
Ideal candidates may call themselves Data Engineers, Data Scientists and Analysts and Data Governance professionals. Experience may include but is not limited to the following:",4.6,SEI,"Cincinnati, OH",201 to 500 Employees,1992,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
Senior Research Scientist,$109K - $175K (Glassdoor est.),"Senior Research Scientist
Caerus Discovery, Manassas, VA
Caerus Discovery is a biotech company located in Prince William’s Innovative Research Park in Manassas, VA. The company’s mission is to identify and develop new therapeutic targets for treatment of human diseases, including infectious, inflammatory, metabolic, neurological and malignant diseases. We are looking for professional individuals to join our team. Currently we have an opening for two full-time Senior Research Scientists.
POSITION DUTIES & REQUIREMENTS:
Strong background in immunology and immunotherapy, vaccines, inflammation and biology (molecular and cellular) with a minimum of three (3) years experience",-1,Caerus Discovery LLC,"Manassas, VA",-1,-1,-1,-1,-1,-1
(FOOD SCIENTIST) Sr. Product Development Technologist,$109K - $175K (Glassdoor est.),"Horizon Food Groupis a strategic bakery and sweet snack company selling to grocery, convenience store, mass merchant and food service customers throughout the U.S. A leader in the single serve segment products.
Title: Sr. Product Development Technologist
Reports to: Director of Marketing Services
Direct Reports: None
Location: Escondido, California
SalaryRange: Based on Candidate Skills, Experience and Education",-1,NEMO'S BAKERY,California,-1,-1,-1,-1,-1,-1
Data Engineer,$109K - $175K (Glassdoor est.),"Position Description:
Design coherent architectures for platforms that enable the collection, analysis, and visualization of IC data
Serve as a subject matter expert in capturing and aligning data from IC components
Recommend improvements to databases, applications, and processes that support the National Intelligence Priorities Framework
Build and implement customer web-based data visualization and exploration tools and capabilities
Required Qualifications:",-1,Reithorp Solutions LLC,"Washington, DC",-1,-1,-1,-1,-1,-1
Scientist/Sr~ Nano Immunotherapy Autoimmune Biology,$109K - $175K (Glassdoor est.),"NexImmune is a clinical-stage biotechnology company developing a novel approach to immunotherapy designed to employ the body’s own T cells to generate a specific, potent, and durable immune response that mimics natural biology. We are seeking highly skilled and motivated individuals to join an entrepreneurial team of experienced professionals dedicated to science, patients and addressing diseases with significant unmet need. We are a company with an uncompromising commitment to shared values, a strong work ethic, and respect for individuals. We set clear expectations, empower people to succeed, and reward results. Our executive team, Board of Directors, and investors include several successful industry veterans committed to building an exceptional company capable of transforming the field of immunotherapy.
The backbone of NexImmune’s approach is its proprietary Artificial Immune Modulation (AIMTM) nanoparticle technology platform. The AIM technology enables NexImmune to construct nanoparticles that function as synthetic dendritic cells capable of directing a specific T cell-mediated immune response. By mimicking natural T cell biology, NexImmune’s T cell product candidates are designed to combine the attributes of cellular precision, potency, and persistence with reduced potential for undesired toxicities.",-1,NexImmune,"Gaithersburg, MD",-1,-1,-1,-1,-1,-1
Autonomous Driving Data Engineer,$109K - $175K (Glassdoor est.),"Leading the future of luxury mobility

Lucid’s mission is to inspire the adoption of sustainable energy by creating the most captivating luxury electric vehicles, centered around the human experience. Working at Lucid Motors means having a shared vision to power the future in revolutionary ways. Be part of a once-in-a-lifetime opportunity to transform the automotive industry.

We are currently seeking an experienced Big Data Engineer to help building up our large-scale data management system for the ADAS / Autonomous Driving team. This field allows contributions on various levels around the data pipeline and data processing, data annotation, machine learning, data ingestion, data pre-processing, integration of Deep Neural Network frameworks, efficient data search and high performance data manipulation.",3.9,Lucid Motors,"Newark, CA",1001 to 5000 Employees,2007,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable
Sr Scientist- Downstream,$109K - $175K (Glassdoor est.),"NexImmune is a clinical-stage biotechnology company developing a novel approach to immunotherapy designed to employ the body’s own T cells to generate a specific, potent, and durable immune response that mimics natural biology. We are seeking highly skilled and motivated individuals to join an entrepreneurial team of experienced professionals dedicated to science, patients and addressing diseases with significant unmet need. We are a company with an uncompromising commitment to shared values, a strong work ethic, and respect for individuals. We set clear expectations, empower people to succeed, and reward results. Our executive team, Board of Directors, and investors include several successful industry veterans committed to building an exceptional company capable of transforming the field of immunotherapy.
The backbone of NexImmune’s approach is its proprietary Artificial Immune Modulation (AIMTM) nanoparticle technology platform. The AIM technology enables NexImmune to construct nanoparticles that function as synthetic dendritic cells capable of directing a specific T cell-mediated immune response. By mimicking natural T cell biology, NexImmune’s T cell product candidates are designed to combine the attributes of cellular precision, potency, and persistence with reduced potential for undesired toxicities.",-1,NexImmune,"Gaithersburg, MD",-1,-1,-1,-1,-1,-1
Supply Chain Data Analyst (South of Milwaukee),$109K - $175K (Glassdoor est.),"Supply Chain Data Analyst
Corporate Headquarters
12575 Uline Drive, Pleasant Prairie, WI 53158

Driven by Speed, Passion and Operational Excellence, Uline’s Distribution Operations team supports our fulfillment operations across North America to be the leading distributor of shipping, packaging and industrial supplies!

Better together than apart. This position is on-site, and we are looking for good people who share our passion.

Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.",3.6,Uline,"Milwaukee, WI",5001 to 10000 Employees,1980,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable
Lead Data Scientist,$109K - $175K (Glassdoor est.),"Secure our Nation, Ignite your Future
Become an integral part of a diverse team while working at an Industry Leading Organization, where our employees come first. At ManTech International Corporation, you’ll help protect our national security while working on innovative projects that offer opportunities for advancement. ManTech is seeking a motivated, career and customer-oriented data science and machine learning professionals to join our dynamic modeling team in Portsmouth, VA.
The Navy and Marine Corps Public Health Center (NMCPHC) is the Navy and Marine Corps center for public health (PH) services to maximize readiness through force health protection (FHP) strategies and solutions for current and potential PH threats. NMCPHC provides leadership and expertise to ensure mission readiness in support of the National Military Strategy.",4.2,ManTech International Corporation,"Portsmouth, VA",5001 to 10000 Employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD)
Inference Data Scientist,$109K - $175K (Glassdoor est.),"Team:
Data Organization
Locations:
Remote Canada, Remote US

Now more than ever, the Internet is a utility that facilitates modern life. At Mozilla, we take this to heart, striving to build products that keep the Internet open, accessible, and secure for everyone. We collect terabytes of data every day from millions of users to guide our decision-making processes. We need your help to enable the future of Mozilla in a way that makes us proud!

As a Senior Data Scientist within the Data Org, you will work as part of a cross-functional team that is responsible for understanding and empowering Mozilla’s financial health.

The Role

The Revenue Data Science team sits at the intersection of finance, business, operations, product, engineering, and leadership. We collaborate closely with these partners to provide meaningful insights.

As a Data Scientist at Mozilla you will:
Your Professional Profile
About Mozilla

Mozilla exists to build the Internet as a public resource accessible to all because we believe that open and free is better than closed and controlled. When you work at Mozilla, you give yourself a chance to make a difference in the lives of Web users everywhere. And you give us a chance to make a difference in your life every single day. Join us to work on the Web as the platform and help create more opportunity and innovation for everyone online.

Commitment to diversity, equity, inclusion, and belonging

Mozilla understands that valuing diverse creative practices and forms of knowledge are crucial to and enrich the company’s core mission. We encourage applications from everyone, including members of all equity-seeking communities, such as (but certainly not limited to) women, racialized and Indigenous persons, persons with disabilities, and persons of all sexual orientations and gender identities and expressions.

We will ensure that qualified individuals with disabilities are provided reasonable accommodations to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment, as appropriate. Please contact us at recruiting@mozilla.com to request an accommodation.

We are an equal opportunity employer. We do not discriminate on the basis of race (including hairstyle and texture), religion (including religious grooming and dress practices), gender, gender identity, gender expression, color, national origin, pregnancy, ancestry, domestic partner status, disability, sexual orientation, age, genetic predisposition, medical condition, marital status, citizenship status, military or veteran status, or any other basis covered by applicable laws. Mozilla will not tolerate discrimination or harassment based on any of these characteristics or any other unlawful behavior, conduct, or purpose.

Group: D

#LI-REMOTE",3.6,Mozilla Corporation,Remote,501 to 1000 Employees,2005,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
Associate Scientist (Production & Purification),$109K - $175K (Glassdoor est.),"Job Summary:
The position plays a critical role in antibody development and supports the Production Department. Important aspects of this role include excellent organizational, multi-tasking, leadership and communication skills, and the ability to thrive in an efficient, highly interactive, and goal-oriented team environment. In addition to laboratory skills, strong project planning and management skills will be developed in this position.
Duties and Responsibilities will include:
Purify antibodies to support in-house and custom projects
Perform laboratory experiments independently or with other team members, including column production, affinity chromatography, and product handling",-1,"Rockland Immunochemicals, Inc.","Limerick, PA",-1,-1,-1,-1,-1,-1
Life Data Analyst,$109K - $175K (Glassdoor est.),"A company built to serve you. It's your career, Shelter it!
The Data Analyst produces recurring and ad hoc reports using a variety of querying tools. Works closely with business partners and Information Services to identify appropriate data sources, providing ad-hoc reports and operations analysis of large data sets for making business decisions. Learns and implements new tools including data analytic and visualization software products. Serves as a liaison between business partners and Information Services as needed with regard to project management, reporting inquiries, and piloting new systems. Ability to perform the essential functions of the position with or without a reasonable accommodation.

Minimum starting salary: $43,735.00 - $63,677.00
If interested, please apply by:
04/10/2021",4.4,Shelter Insurance,"Columbia, MO",1001 to 5000 Employees,1946,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD)
PD Senior Scientist,$109K - $175K (Glassdoor est.),"Position Summary:
The Oligonucleotide Process Development Chemist/Scientist will work in the Process Development group to support broadly diagnostic and therapeutic oligonucleotide manufacturing process development, transfer and trouble-shooting production issues.
Responsibility:
Optimize and scale up/down synthesis, purification, conjugation and downstream processing methods in preparation for handover to routine manufacturing.
Provide technical and early stage manufacturing support in the development of diagnostic and therapeutic GMP manufacturing process and capability, including developing and drafting of manufacturing procedures.",3.5,LGC Limited,"Petaluma, CA",1001 to 5000 Employees,1842,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
ASSOCIATE SCIENTIST,$109K - $175K (Glassdoor est.),"Job Summary
This position reports to the supervisor for the functional area to which they are assigned and has no direct reports. The Associate Scientist position works closely with other departments, such as Operations, Validations, Product Development, Quality Systems, Product Release and Chemistry to assure the support of the Microbiology department on various projects, studies and routine tasks.

The individual holding the position of Associate Scientist shall be responsible for coordinating the timely completion of routine and project testing. This person will also be responsible for coordinating the timely completion of routine and special finished product testing and environmental issues. They will assist with the training of Production and Quality Control personnel in microbiological tests and methods. Must be available to work overtime as necessary.",3.6,Fresenius Kabi,"Grand Island, NY",10000+ Employees,-1,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$5 to $10 billion (USD)
Senior Engineer or Senior Scientist,$109K - $175K (Glassdoor est.),"This is a senior level professional position located in the Water Supply Bureau which plans, encourages, and coordinates the implementation of alternative water supply (AWS) sources throughout the District.
This position combines technical knowledge of AWS development, treatment, storage, and distribution with programmatic management of utility and user supported projects, including wastewater reuse, use of brackish water sources and desalination treatment, aquifer storage and recovery (ASR), and other non-traditional sources of water supply.
Incumbent is expected to have expertise and experience with water and wastewater treatment technologies as well as a working knowledge of ASR, stormwater capture and other AWS source operations. Incumbent is the District’s point person for AWS initiatives and programs, including cooperative funding, and should have experience working with committees, stakeholders, and individuals with diverse interests bringing them to a mutually beneficial outcome. Incumbent will represent the District on AWS rule development and policy on a state level in coordination with the Florida Department of Environmental Protection, county and local governments, utilities, and stakeholder groups. Incumbent will play an active role on local, state, and national water reuse committees.",3.3,South Florida Water Management District,"West Palm Beach, FL",1001 to 5000 Employees,-1,Government,State & Regional Agencies,Government,$500 million to $1 billion (USD)
SCIENTIST - LC-MS,$109K - $175K (Glassdoor est.),"JOB DESCRIPTION
Title: Scientist - LC-MS
Department: Chromatographic Sciences
Location: Richmond, VA (Lab based)

*This is an immediate opening with full benefits!*

PPD is a leading global contract research organization providing comprehensive, integrated drug development, laboratory and lifecycle management services. At PPD, we are passionate, deliberate, and driven by our purpose- to improve health!",4.0,PPD,"Richmond, VA",10000+ Employees,1985,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Lead Data Analyst,$109K - $175K (Glassdoor est.),"PHEAA is a nonprofit student aid organization that holds a mission of providing affordable access to higher education.

Give back tomorrow by joining us today!

The Lead Data Analyst is responsible for the support, administration, and development of data across the enterprise. This position is responsible for ensuring data quality and maintaining standards to ensure consistency. Additionally, this role works closely with leaders across the organization to improve the quality of data.









Required Skills

Required Experience",-1,Pennsylvania Higher Education Assistance Agency,"Harrisburg, PA",-1,-1,-1,-1,-1,-1
Data Scientist,$109K - $175K (Glassdoor est.),"Are you a talented and passionate engineer? Do you love solving problems and making ideas come to life? Are you a lifelong learner who thrives in dynamic environments and enjoys the challenge of learning new technologies and techniques? Are you a team player and enjoy collaboration, but you are also self-directed and enjoy the autonomy to be able to manage your own schedule and workload? Do you appreciate the importance of good communication and know that teamwork takes practice, effort and a good attitude? If so, we want to speak with you.

The Data Scientist is responsible for collaborating with the team to design and implement systems that focus on forecasting, allocating, delivering, and reporting of advertising on the internet, TV, and connected devices. The successful candidate will utilize advanced mathematical, optimization, machine-learning, software engineering, and programming skills to solve challenging problems.",3.8,Amobee,"Baltimore, MD",501 to 1000 Employees,2005,Company - Private,Advertising & Marketing,Business Services,$500 million to $1 billion (USD)
Machine Learning Engineer,$109K - $175K (Glassdoor est.),"Intro (Use Font Arial 12):
As a Machine Learning Engineer, you will be a part of the team responsible for making it easy to deploy, manage, and monitor machine learning models at scale in production. You will join a team that developes the infrastructure to facilitate model orchestration. Collaborate with both data scientists and platform engineers to create intuitive and resilient solutions. You will also be expected to follow the best practices of Agile software development, including high coding quality with testing coverage, and continuous integration and deployment of your solutions.
What You'll Be Doing:

Design and build scalable machine learning infrastructure for model management, continuous training and deployment, and serving predictions.
Support the operation services and set up monitoring, to keep our services at the highest level of service agreement.
Location and Travel Details:
Profile of Success:
About AIS:







EEO Statement:",4.4,Applied Information Sciences,"Reston, VA",501 to 1000 Employees,1982,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Research Scientist,$109K - $175K (Glassdoor est.),"Research Scientist, Bioanalysis
Prelude Therapeutics is a biopharmaceutical company focused on discovery and development of innovative small molecule therapeutics targeting novel pathways for the treatment of cancer and rare diseases. Prelude has assembled a world-class team with a passion for scientific innovation and a commitment to developing novel therapies.
Prelude offers a vibrant and collegial work environment and excellent career growth opportunities. Prelude is ideally located within 25 minutes from the Philadelphia International Airport at the Delaware Innovation Space, an emerging research campus in the DuPont Experimental Station.
Responsibilities and Duties:",-1,Prelude Therapeutics Incorporated,"Wilmington, DE",-1,-1,-1,-1,-1,-1
Clinical Laboratory Senior Scientist - Tatitlek Federal Services,$109K - $175K (Glassdoor est.),"Job specifications are intended to present a descriptive list of the range of duties performed by employees. Specifications are not intended to reflect all duties performed within the job. The employer retains the right to change or assign other duties to this position.
Essential Duties and Responsibilities:
Essential functions are intended to present a descriptive list of the range of duties performed by employees. This list of essential functions is not intended to reflect every duty that may be performed within the job.
Serves as the Clinical Laboratory Senior Scientist for high-complexity labs analyzing samples under the specialty of Microbiology/subspecialty-Virology accredited under the Clinical Laboratory Improvement Program (CLIP).",3.3,The Tatitlek Corporation,"Tripler Army Medical Center, HI",501 to 1000 Employees,-1,Company - Public,Municipal Governments,Government,$100 to $500 million (USD)
SQL Data Analyst,$109K - $175K (Glassdoor est.),"Join our award-winning A-Team!
Ready to produce exceptional results with exceptional people? Get in touch, we would love to get to know you.
Affinitiv is the largest provider of end-to-end, data-driven marketing and software solutions exclusively focused on the automotive customer lifecycle. Backed by 20+ years of automotive and marketing expertise, we pride ourselves on being the go-to experts in the industry. Not only do we work with over 6,500 dealerships and every major manufacturer in the country, we're well-versed in OEM standards and the intricacies of a dealership or group's local business.
At Affinitiv, data is central to our decision-making process and analysts are essential in promoting data-driven culture in all our operations. As a SQL Data Analyst, you will be on the ground floor with your team, shaping the way product performance is measured, defining what questions should be asked, and scaling analytics methods and tools to support our growing business. You will provide the evidence needed to support high-quality, high-velocity decisions for our team. The Data Analyst will report to the Lead Data Scientist and will be a member of the Strategy and Analytics team.",3.2,Affinitiv,Florida,501 to 1000 Employees,2016,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Data Scientist-Junior,$109K - $175K (Glassdoor est.),"Business Group Highlights


Defense
The Defense group supports the Department of Defense (DoD) mission to keep our homeland and its citizens safe. We provide solutions to improve the Nation's defense by providing software, systems engineering, IT, training and logistics and fleet management solutions.


Responsibilities

This position is for a large contract for the Army, providing leadership and support existing systems, processes, and policies as well as working to implement new technologies and processes in support of the client’s mission to provide Intelligence training and technologies to military personnel.",3.6,Perspecta,"Washington, DC",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
"MSc/BSc Synthetic chemistry pharmaceutical research scientists, Groton, CT",$109K - $175K (Glassdoor est.),"SYNTHETIC CHEMIST RESEARCH POSITIONS: Avisyn seeks PhD or highly experienced MSc-level synthetic chemists with experience in heterocycle, organometallic, and related pharmaceutical organic chemistry synthesis.
Required qualifications
· MSc or BSc with experience in synthetic chemistry.
· Experience in traditional and contemporary organic synthesis techniques.
· Familiarity with a wide range of techniques and reaction types such as low temperature reactions, inert atmosphere, metal-catalyzed cross coupling, hydrogenation, etc.",-1,Avisyn Pharma,"Groton, CT",-1,-1,-1,-1,-1,-1
Data Scientist with TS Clearance,$76K - $127K (Glassdoor est.),"Are you a subject matter expert with an analytical, data-driven mindset? Are you interested in a role that offers an opportunity to provide front line support to our clients instead of a “back office programmer” position? If so, Deloitte’s Government & Public Services (GPS) Regulatory & Legal Support team is the place for you! Join our team of specialists as they unlock insights contained in the data universe and work through challenges related to the identification of improper payments, data quality, mission-oriented analysis, and cost management.

Work you’ll do
As a Data Scientist within our Regulatory & Legal Support team, you will:",3.9,Deloitte,"Arlington, VA",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
Data Scientist,$76K - $127K (Glassdoor est.),"Summary
Use analytical, statistical and programming skills in support of internal and external data analysis requests. Aggregate and organize data from disparate sources in support of data analysis.
Job Details/Main Responsibilities
Extract and manipulate data from large and diverse sources in support of analysis requests.
Provide programming in support of statistical analyses (quarterly reports, client queries, manuscript support) by generating tables, listings, or figures.",4.5,TARGET PHARMASOLUTIONS,"Durham, NC",51 to 200 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD)
"MSc/BSc Synthetic chemistry pharmaceutical research scientists, Groton, CT",$76K - $127K (Glassdoor est.),"SYNTHETIC CHEMIST RESEARCH POSITIONS: Avisyn seeks PhD or highly experienced MSc-level synthetic chemists with experience in heterocycle, organometallic, and related pharmaceutical organic chemistry synthesis.
Required qualifications
· MSc or BSc with experience in synthetic chemistry.
· Experience in traditional and contemporary organic synthesis techniques.
· Familiarity with a wide range of techniques and reaction types such as low temperature reactions, inert atmosphere, metal-catalyzed cross coupling, hydrogenation, etc.",-1,Avisyn Pharma,"Groton, CT",-1,-1,-1,-1,-1,-1
Lead Data Scientist,$76K - $127K (Glassdoor est.),"Guild is hiring for a Lead Data Scientist to develop, deploy, and measure algorithms and tools that enable Guild's product, technology, marketing, and business operations to efficiently and effectively support students at scale.You'll sit at the intersection of data, product, business operations, and internal strategy, and work across the company to serve as a thought partner and data expert to help drive data driven decisions, build algorithms and tools.

As a Lead Data Scientist, you will:
Lead complex data/analytics projects to help Student Operations, Marketing, and Product teams make the best data informed decisions by deeply understanding trends, advising on best practices for collecting data, and building statistical models.
Apply advanced analytical techniques (e.g., NLP, segmentation, or other predictive methods) using structured and unstructured data to identify trends and run descriptive, predictive, and prescriptive analyses aimed at making strategic recommendations.
In addition to working on the Decision and Data Science team, in this role you will collaborate with other Guild leaders including: Mae Podesta, Josh Hadden-Leggett, and Carrie Kaufman.



Guild is increasing economic mobility for working adults by partnering with the largest employers in the country to offer education as a benefit to their employees via our marketplace of nonprofit universities and education institutions. Guild's proprietary technology platform facilitates the administration of this innovative benefit and our team of coaches helps each employee navigate the path back to school, providing individualized support from day one through program completion.

We are one of the few female-led companies to hit a $1 billion valuation and the only Certified B Corporation with those qualifications. Our Series D financing round was led by Ken Chenault, General Catalyst Partners chairman and former CEO of AMEX, and joined by Emerson Collective, LeadEdge Capital, and Iconiq.",3.7,Guild Education,"Denver, CO",501 to 1000 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
"Clinical Lab Scientist (CLS) $1,000 SIGN ON BONUS (relocate to Alturas, CA)",$76K - $127K (Glassdoor est.),"**Sign on bonus
**Relocation Assistance Provided
As a district hospital, Modoc Medical Center (MMC) is proud to partner with our district members and community, to provide our patients and visitors with a tradition of quality care, innovative and responsible use of resources, and personalized, compassionate care.
We recently opened our new Acute hospital. We are a 16-bed, critical access hospital providing emergency services, offering family practice medicine while also operating a skilled nursing facility, a rural healthcare clinic, physical therapy and other ancillary services including general surgery, lab services, diagnostic imaging, wound care and ambulance service.",-1,Modoc Medical Center,California,-1,-1,-1,-1,-1,-1
Research Scientist - Immunology,$76K - $127K (Glassdoor est.),"Position Summary:
The Research Scientist – Immunology candidate will possess previous research experience in immunology, biotechnology and drug development. The ideal candidate will have a PhD in biotech, immunology, bioinformatics or related field be well-versed in common laboratory practices, skills, and techniques to support preclinical, translational, and clinical studies. This candidate will work closely with the Associate Director of Inflammation & Immunology and the Chief Scientific Officer (CSO) and other Research and Development team members in the development of first-in-class, oral therapeutics for the treatment of autoimmune diseases. The candidate will be completely aligned with the four fundamental pillars of Landos' entrepreneurial and efficient corporate culture: 1) Be bold and decisive, 2) Never give up, 3) Be solution-oriented, and 4) Do the impossible.",-1,"Landos Biopharma, Inc.","Blacksburg, VA",-1,-1,-1,-1,-1,-1
Master Data Analyst,$76K - $127K (Glassdoor est.),"Position Summary:
Under general supervision, the Master Data Analyst will have the primary responsibility for ensuring that master data is maintained by entering, updating, and maintaining master data, as well as having a full understanding of the impact of this data across the value chain. This role will also support inter-company customer orders, ensuring that orders are accurate and scheduled accordingly. This position will be focused on ensuring customer satisfaction (measured by OTIF – on time in full), communicating with other sites regarding product schedules, as well as maximizing freight efficiency by building full truckloads.

Essential Functions & Key Responsibilities:",3.2,"Novolex Holdings, LLC","Covington, KY",10000+ Employees,2004,Company - Private,Miscellaneous Manufacturing,Manufacturing,Unknown / Non-Applicable
