Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Research Data Scientist,$94K - $150K (Glassdoor est.),"IAI is looking for a talented research scientist to contribute to research and development efforts in machine learning, graph theory, and scientific software development. The candidate will incorporate novel ideas and improve the state of the art on advanced projects related to processing of large networks, analyzing data in high dimensions and implementing high performance computing software. Additionally, the candidate will develop a portfolio of related research by extending existing work and proposing new methods with novel application domains.

You are highly encouraged to apply if you enjoy working with data and algorithms, passionate about understanding how things work, want to solve complex problems and strive to stay current on the technology and literature in areas of high performance computing, network analysis and machine learning.",3.7,Intelligent Automation,"Rockville, MD",51 to 200 Employees,1987,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD)
Lead Data Scientist,$94K - $150K (Glassdoor est.),"Secure our Nation, Ignite your Future
Become an integral part of a diverse team while working at an Industry Leading Organization, where our employees come first. At ManTech International Corporation, you’ll help protect our national security while working on innovative projects that offer opportunities for advancement. ManTech is seeking a motivated, career and customer-oriented data science and machine learning professionals to join our dynamic modeling team in Portsmouth, VA.
The Navy and Marine Corps Public Health Center (NMCPHC) is the Navy and Marine Corps center for public health (PH) services to maximize readiness through force health protection (FHP) strategies and solutions for current and potential PH threats. NMCPHC provides leadership and expertise to ensure mission readiness in support of the National Military Strategy.",4.2,ManTech International Corporation,"Portsmouth, VA",5001 to 10000 Employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD)
Data & Analytics Consultant,$94K - $150K (Glassdoor est.),"WHO WE LOOK FOR

An SEI Consultant is a master communicator and active listener who understands how to navigate an audience. Self-aware, almost to a fault, SEI consultants keenly understand how to adjust their approach based on the situation. Following a logical, fact-based approach, our consultants possess the superior ability to see correlations others may not, ask the right questions and drive solutions.

As super-connectors, our consultants connect not only people, but data, trends and experiences. Mature, humble, and genuine, SEI Consultants frequently go above and beyond for both their clients and their colleagues. SEI Consultants are ethical and trustworthy individuals who do what they say. SEI Consultants have an insatiable curiosity and love to learn. These individuals are commonly tech savvy and early adopters. Their passion for learning is infectious and excites others.

As every project is different, an SEI Consultant must be with unexpected situations. An SEI Consultant must be at ease with ambiguity because although a client knows that a problem exists – they need SEI to figure it out and drive a solution. SEI Consultants define ambition differently. SEI Consultants are who like to hang out with colleagues outside of work. Whether it be cooking, traveling, hiking, or volunteering, SEI Consultants enjoy working with genuine, thoughtful folks who want to steer clear of the traditional grind and share the joy of day-to-day life and activities with colleagues, friends and family.



Our consultants work with clients at all levels of the organization, from the C-suite to the shop floor, helping them to deliver on their most strategic initiatives. We’re known for making realistic, data-driven decisions that deliver value in tangible ways to our clients. Our clients ask for us on projects that require a superior combination of technical and business capabilities, people and management skills, and a collaborative mindset. We excel in understanding complex programs and strategic initiatives and breaking them into actionable pieces.

We are actively looking for professionals in the following areas:
The ideal candidate will:
Ideal candidates may call themselves Data Engineers, Data Scientists and Analysts and Data Governance professionals. Experience may include but is not limited to the following:",4.6,SEI,"Cincinnati, OH",201 to 500 Employees,1992,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
Data Scientist,$94K - $150K (Glassdoor est.),"Job Posting End Date: April 20
Unum is a company of people serving people. As one of the world's leading employee benefits providers and a Fortune 500 company, Unum's financial protection benefits help protect more than 36 million working people and their families from the financial impact of illness or injury. Unum's three distinct, but similarly focused US businesses – Unum US, Colonial Life, and Starmount Life – are each a market leader in making disability, life, accident, critical illness, dental, and vision insurance accessible in the workplace.
Headquartered in Chattanooga, Tennessee, Unum also has significant US operations in Portland, Maine, - and over 35 field offices nationwide. Colonial Life is headquartered in Columbia, South Carolina with over 40 field offices nationwide. Starmount Life is based in Baton Rouge, Louisiana, and is the dental and vision center of excellence for Unum in the US.
General Summary
This position for a developing data scientist who is excited to transform data into actionable insights and impact the business through his/her work. The role requires increasing technical expertise in the fields of computer programming, applied statistics and data manipulation; and relies on developing business knowledge. The individual will participate in project work primarily within the functional area, with direction and review by manager. The individual is expected to continuously increase business knowledge and take initiative in identifying and executing analytical approaches to support assigned projects.

Position will interface with actuaries on pricing, reserving, and risk.

Unum",3.8,Unum,"Portland, ME",5001 to 10000 Employees,1848,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Supply Chain Data Analyst,$94K - $150K (Glassdoor est.),"Supply Chain Data Analyst
Corporate Headquarters
12575 Uline Drive, Pleasant Prairie, WI 53158

Driven by Speed, Passion and Operational Excellence, Uline’s Distribution Operations team supports our fulfillment operations across North America to be the leading distributor of shipping, packaging and industrial supplies!

Better together than apart. This position is on-site, and we are looking for good people who share our passion.

Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment hair follicle drug screening.",3.6,Uline,"Pleasant Prairie, WI",5001 to 10000 Employees,1980,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable
Quality and Food Safety Sr Scientist,$94K - $150K (Glassdoor est.),"OVERVIEW:
Provide technical quality support to Quality Assurance, Operations, and Product Development with an emphasis on continuous improvement, consumer/customer requirements, and continuous product quality. Act as the official back-up for the Plant Quality and Food Safety Manager. Support, implement, and maintain food safety practices as required through SQF. Responsible for completing job duties in a manner that supports all plant safety, food safety, quality, and environmental practices.
RESPONSIBILITIES AND ACCOUNTABILITIES:
Provide leadership for the plant’s compliance to the SQF standard as serve as plant SQF Practitioner. Practitioner will oversee the development, implementation, review, and maintenance of the SQF system.",3.5,Post Consumer Brands,"Northfield, MN",1001 to 5000 Employees,-1,Company - Public,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable
SCIENTIST - BIOPHARMACEUTICALS,$94K - $150K (Glassdoor est.),"JOB DESCRIPTION
Company Overview

PPD is a leading global Contract Research Organization - currently operating in nearly 50 countries! At PPD we are passionate, deliberate, and driven by our purpose - to improve health. Our organization works with a diverse group of pharmaceutical companies to help bend the cost and time curve of small molecule, biologic, and vaccine product development.",4.0,PPD,"Middleton, WI",10000+ Employees,1985,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Data Scientist - ETL Pipelining,$94K - $150K (Glassdoor est.),"At Bloomberg, our products are fueled by powerful information. We combine data and context to paint the whole picture for our clients, around the clock - from around the world. In Global Data, we""re responsible for delivering this data, news and analytics through innovative technology - quickly and accurately.

Our Global Data team drives the algorithms and analytics at the core of what we do. Working across industries and asset classes, we draw on expertise from all backgrounds to identify the most impactful insights for our clients. We build on our knowledge of data trends to determine how customer needs might change over time, and code the foundation to support those changes.

Whether it""s providing datasets to track market-moving economic events, or quantifying extreme weather effects on companies, we write the programs, analyze patterns, and make recommendations to grow business success across the firm. The entire organization utilizes Global Data to forecast, set, and achieve their own goals. Our work leads directly to client satisfaction, which contributes to Bloomberg""s profitability and ability to keep innovating.

We""re looking to hire qualified professionals into either our Economics Data Team or our Geospatial Data Team. Both of these teams sit under our Global Data umbrella, and work to synthesize meaningful solutions for our clients. These teams are looking for professionally experienced individuals to join their ranks and add on to the great wealth of knowledge we have in-house.







Apply if you think we're a good match. We'll get in touch to let you know what the next steps are.

Bloomberg is committed to diversity. It drives our innovation. At Bloomberg, you'll have the opportunity to go above and beyond and to take risks. You'll be a part of an organization that is entering new markets, launching new ventures, and pushing boundaries. Our ever-expanding array of technology, data, news, and media services champions innovation and empowers clients - and offers nearly limitless opportunities for career growth.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We bring out the best in each other.",4.1,Bloomberg,"Princeton, NJ",10000+ Employees,1981,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,$94K - $150K (Glassdoor est.),"Overview


ProSphere is seeking a Data Scientist to provide services in development of new and enhancement of existing capabilities for information technology systems and applications for the Department of Veterans Affairs. The Data Scientist will lead efforts to expand the data science capabilities of customer’s analytics platform. The individual in this position will have a solid background in production-level machine learning systems with broad exposure to a wide variety of algorithmic techniques. Experience and demonstrable proof of impactful work in areas such as natural language processing, explainability driven deep learning and time-series forecasting is valuable. Our team particularly values experience in building inferential algorithms for high-stake decisions while dealing with noisy, diverse, distributed datasets. Being able to communicate complex concepts in simple language to diverse stakeholders with an unwavering commitment to empathy and customer obsession is highly desired. The candidate will work with the Senior Data Scientist to develop and automate algorithms that integrate with various parts of our customer’s organization, improve customer experience, and drive operational efficiency. The candidate will be able to translate data clearly and dynamically into a coherent and relevant story that will resonate with the customer’s data science initiatives and roadmap. Knowledge and practical work experience with the job functions listed below is highly desirable. This is a full-time remote position. Veterans are encouraged to apply.",3.2,Pro-Sphere Tek,"Washington, DC",201 to 500 Employees,2006,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
"Associate Scientist, R",$94K - $150K (Glassdoor est.),"Position Summary: Seeking a highly motivated individual for employment in our Research and Development group located in Petaluma, CA. This position requires an individual with strong problem solving skills, good laboratory technique, and the ability to execute complex experiments. The successful candidate will have a desire to learn and the strong attention to detail. This position will entail the synthetic chemistry of a range of compounds including developing new reagents for the synthesis, modification and capture of oligonucleotides. Additional tasks may include running automated oligonucleotide synthesizers as well as molecular biology laboratory work to support new product development.
Areas of Responsibility:
This position requires a driven individual to work closely with members of the research and development group to assist in the preparation and evaluation of novel solid supports, phosphoramidites, fluorescent dyes and/or linkers to enable new approaches to biology research. This is a hands-on research position.",3.5,LGC Limited,"Petaluma, CA",1001 to 5000 Employees,1842,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
"Research Scientist, Translational Medicine",$94K - $150K (Glassdoor est.),"Prelude Therapeutics is currently seeking a highly motivated Research Scientist to join our Translational Medicine group. Prelude is an early-stage biotechnology company founded by proven scientists in cancer drug development. Our research is focused on developing highly selective and differentiated small molecule therapeutic agents targeting novel pathways for the treatment of cancer and rare diseases.
Prelude offers a vibrant and collegial work environment and excellent career growth opportunities. Prelude is ideally located within 25 minutes from the Philadelphia International Airport at the Delaware Innovation Space, an emerging research campus in the DuPont Experimental Station.
Responsibilities and Duties:",-1,Prelude Therapeutics Incorporated,"Wilmington, DE",-1,-1,-1,-1,-1,-1
Senior Data Scientist (Machine Learning),$94K - $150K (Glassdoor est.),"Secure our Nation, Ignite your Future
Become an integral part of a diverse team while working at an Industry Leading Organization, where our employees come first. At ManTech International Corporation, you’ll help protect our national security while working on innovative projects that offer opportunities for advancement. ManTech is seeking a motivated, career and customer-oriented Senior Data Scientist to join our Dynamic Modelling team in Portsmouth, VA.
The Navy and Marine Corps Public Health Center (NMCPHC) is the Navy and Marine Corps center for public health (PH) services to maximize readiness through force health protection (FHP) strategies and solutions for current and potential PH threats. NMCPHC provides leadership and expertise to ensure mission readiness in support of the National Military Strategy.",4.2,ManTech International Corporation,"Portsmouth, VA",5001 to 10000 Employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD)
Scientist Nanoparticle Platform Development,$94K - $150K (Glassdoor est.),"NexImmune is a clinical-stage biotechnology company developing a novel approach to immunotherapy designed to employ the body’s own T cells to generate a specific, potent, and durable immune response that mimics natural biology. We are seeking highly skilled and motivated individuals to join an entrepreneurial team of experienced professionals dedicated to science, patients and addressing diseases with significant unmet need. We are a company with an uncompromising commitment to shared values, a strong work ethic, and respect for individuals. We set clear expectations, empower people to succeed, and reward results. Our executive team, Board of Directors, and investors include several successful industry veterans committed to building an exceptional company capable of transforming the field of immunotherapy.
The backbone of NexImmune’s approach is its proprietary Artificial Immune Modulation (AIMTM) nanoparticle technology platform. The AIM technology enables NexImmune to construct nanoparticles that function as synthetic dendritic cells capable of directing a specific T cell-mediated immune response. By mimicking natural T cell biology, NexImmune’s T cell product candidates are designed to combine the attributes of cellular precision, potency, and persistence with reduced potential for undesired toxicities.",-1,NexImmune,"Gaithersburg, MD",-1,-1,-1,-1,-1,-1
Data Analyst,$94K - $150K (Glassdoor est.),"Why 2nd Watch

2nd Watch is in growth mode, and we are looking for like-minded, focused team members to join us! We are looking for the most technically forward-thinking, cloud-passionate employees in the world, and strive daily to align our core values with those that we hire Elevating Each Other, Being Outcome Driven, Winning as a Team, Being Bold, Trusting Each Other, and Having FUN! these are all key elements to who we hire.

2nd Watch has a unique company culture and working environment that live and breathe success and promote pushing the envelope every day in your respective role at the company. This is what drives our teams a perpetual thirst for knowledge, and a desire to work with the best people and take on big challenges together. Getting our attention takes creativity, integrity, a desire to improve yourself and your co-workers each day, and a track record of caring about who you are affecting, both positively and negatively, while you are getting the right stuff done.

We offer roles ranging from all levels in our Sales, Managed Cloud Services, Cloud Enablement, DevOps, Product Development teams and beyond. We are looking for superstars to help raise the bar, setting industry-level standards around project management and delivery of AWS, Azure, and Google Cloud services.



As a cloud native company, 2nd Watch has walked alongside our clients for over a decade helping them migrate to the cloud, accelerate application development, and deliver on their companys strategic goals through the blend of technology and innovation that is at our core. Our services deliver cloud native capabilities through strategic consulting, modernization services, and specialized technology practices focused on maximizing the value of public cloud through:
With a client NPS of 85, our approach has been successful for some of the worlds leading brands and is tested, trusted, and proven to accelerate your cloud adoption.

2nd Watch is an AWS Partner Network (APN) Premier Consulting Partner, a Microsoft Azure Gold Partner, and a Google Cloud Platform Partner. The venture-backed company is headquartered in Seattle, Washington. To learn more about 2nd Watch, visit www.2ndwatch.com or call 888-317-7920.



2nd Watch has an opening for a Data Analyst to join our team! The Data Analyst will be responsible for assisting in developing our automated analytics and dashboards.

Powered by JazzHR",3.7,"2nd Watch, Inc.",Washington State,201 to 500 Employees,2010,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
Senior Data Scientist - Supply Chain & Operations,$94K - $150K (Glassdoor est.),"Senior Data Scientist - Supply Chain & Operations - Remote ( New Britain, CT)

We Don’t Just Build The World, We Build Innovative Technology Too.

This is the career you’ve been waiting for your whole life. Joining the Stanley Black & Decker team means working in an innovative, tech-driven and highly collaborative team environment supported by over 58,000 professionals in 60 countries across the globe. Here, you’ll get the unique chance to impact some of the world’s most iconic brands including STANLEY TOOLS, DEWALT, CRAFTSMAN, MAC TOOLS and Black & Decker. Your ideas and solutions have the potential to reach millions of customers as we work together to write the next chapter in our history. Come build with us and take your career to new heights.


Stanley Black and Decker (SBD) is committed to deep and ongoing investment in Data & Analytics capability. Stanley Black & Decker is currently building a centralized Data & Analytics Organization that will leverage a cloud-based data warehouse and state of the art analytics environment to solve various business problems ranging from demand forecasting, inventory optimization and supply chain optimization to operations and pricing analytics. Our data scientists have a chance to use cutting edge AI and machine learning tools, explore many internal and external data sets and work closely with dedicated business partners across the entire organization.


You’re a curious problem solver who has the ability to bring big ideas to life. You’re creative and scrappy but can navigate a large organization with ease. You’re agile and adaptable but work with precision to ensure we deliver top-notch customer experiences, always. You will be responsible for providing strategic leadership for the development, validation and delivery of algorithms, statistical models and reporting tools in the area of supply chain management including but not limited to inventory optimization, safety stock, OTIF (on time in full) management, demand forecasting.
You also have:


As a Data Scientist- Supply Chain & Operations, you’ll be part of our Data & Analytics team located remotely. Specifically, you’ll:


You’ll get a competitive salary and a comprehensive benefits plan that includes medical, dental, life, vision, wellness program, disability, 401k, Employee Stock Purchase Plan, Paid Time Off, including paid vacation, holidays & personal days, and tuition reimbursement. And, of course, discounts on Stanley Black & Decker tools and products and well as discount programs for many other vendors and partners.







All qualified applicants to Stanley Black & Decker are considered for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, veteran’s status or any other protected characteristic.",3.6,Stanley Black & Decker,"New Britain, CT",10000+ Employees,1843,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD)
"Single B-Cell Antibody Discovery, Beacon Scientist",$94K - $150K (Glassdoor est.),"Abveris is Boston's premier antibody discovery company providing contract research services to the biopharma industry. Abveris applies advanced immunization methods combined with B cell screening and hybridoma-based antibody discovery technologies to provide comprehensive gene-to-antibody discovery services. Abveris is developing the next generation of biologics, cell therapies, vaccines, and diagnostics in partnership with global leaders in biopharma.
Abveris is a private, employee-owned company that prides itself in integrity, teamwork, drive, innovation and our partner’s successes in biologics development. We provide our hard-working team with unlimited vacation days, a matching retirement plan and free lunch every day.
We are seeking an experienced and motivated individual to join our team and expand our high resolution single B-cell screening platform using the Berkeley Lights Beacon. Using state-of-the-art technology coupled with intelligent project and assay design, the candidate would accelerate our antibody discovery process and guide selection of ideal single B cells. Highly qualified candidates will be able to combine exemplary benchwork with the ability to analyze complex data sets and translate them into actionable, intelligible data reports.",-1,Abveris Antibody,"Canton, MA",-1,-1,-1,-1,-1,-1
Sr. Associate Scientist,$94K - $150K (Glassdoor est.),"Position Overview:
Catalent hires people with a passion to make a difference to the health of millions of people globally. Your expertise, coupled with Catalent’s advanced technologies and collaboration with thousands of innovative pharmaceutical, biotech and healthcare companies, will help bring life-enhancing products to the people you know and love. Your talents , ideas and passion are essential to our mission; to develop, manufacture and supply products that help people live better, healthier lives. Interested in learning more about life at Catalent? Start here
Sr. Associate Scientist, Downstream Process Development
The Downstream Process Development team is responsible for the development and implementation of downstream processing methodologies and analytical procedures that can be easily transferred to the cGMP Manufacturing Team. The flex team function within the Downstream Process Development group will be responsible for development of non-platform processes, typically involving mRNA molecules.",3.5,Catalent Pharma Solutions,"Madison, WI",10000+ Employees,2007,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Data Scientist,$94K - $150K (Glassdoor est.),"Data Scientist
Come join a growing financial technology company that’s leading the marketplace in both the marketing and servicing of credit cards! Continental Finance Company specializes in credit card options for those consumers with less than perfect credit. We are seeking a Data Scientist to support our Data Science team.
The Data Scientist will be responsible for developing quantitative/analytic models and applications in support of the firm's risk underwriting and marketing effort. This role focuses on the development of models, strategies, and operational guidelines for the organization's various credit card products as they relate to the analysis, tracking, and reporting of various risk metrics. This role requires advanced degree in statistics/probability, physics, applied mathematics or another heavy quantitative discipline. Our Quantitative Analytic staff is focused on and responsible for the development of the theory and mathematics behind various models. This position reports to Chief Data Scientist.",4.2,"Continental Finance Company, LLC","Wilmington, DE",51 to 200 Employees,2005,Company - Private,Lending,Finance,Unknown / Non-Applicable
OSP Data Analyst,$94K - $150K (Glassdoor est.),"Job Details
Description
MetroNet has an immediate opening for an energetic; OSP Data Analyst in Evansville, IN!
At MetroNet, we pride ourselves on providing cutting-edge technology combined with outstanding customer care. We are a fast-growing telecommunication company, offering 100% fiber-optic technology. MetroNet specializes in fiber to the premise TV, voice and internet services that provide our customers with some of the fastest internet speeds in the world. Recognized for being one of the Best Places to Work in 2020 by Glassdoor. We are committed to revolutionizing the industry by enhancing the overall customer experience and optimizing the talent of our valued associates.",4.5,MetroNet,"Evansville, IN",1001 to 5000 Employees,2005,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,Unknown / Non-Applicable
Data Engineer,$94K - $150K (Glassdoor est.),"About JLG, an Oshkosh company
JLG began in 1969, when our founder, John L. Grove set out to resolve growing safety concerns in the construction industry. Since then we have been committed to understanding the challenges and delivering innovative solutions to the access market. We partner with customers to provide quality equipment, training opportunities and trusted support within the access industry. We are a global company, and our products—including mobile elevating work platforms, telehandlers, utility vehicles and accessories—can be found all over the world.
SUMMARY
As a key member in Global Product Development's Data Science team, the Data Engineer will be responsible for expanding and optimizing our data pipeline architecture, as well as optimizing data flow and collection. The Data Engineer will support our software developers, database architects, data analysts and data scientists and will ensure optimal data delivery architecture is consistent throughout ongoing projects. The right candidate will be excited by the prospect of optimizing or even re-designing our company’s data architecture to support our next generation of products and data initiatives.",4.1,JLG,"Hagerstown, MD",10000+ Employees,1917,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD)
"Data Engineer - Pittsburgh, PA",$94K - $150K (Glassdoor est.),"Data Engineer - Pittsburgh, PA

Location: Sheetz Corporate - PITTSBURGH, PA
PRIMARY PURPOSE OF THIS POSITION:

Responsible for developing complex, large scale data models and pipelines that organize and standardize the data to make it readily accessible and consumable by the business for reporting and data science needs. Collaborate with various areas of the Business in order to determine and source the appropriate data through internal and external means. Investigate new and existing technologies and data sources and assess their viability within the Sheetz environment.


(Equivalent combinations of education, licenses, certifications and/or experience may be considered)",3.9,Sheetz,"Pittsburgh, PA",10000+ Employees,1952,Company - Private,Convenience Stores & Truck Stops,"Restaurants, Bars & Food Services",$5 to $10 billion (USD)
Product Development Scientist,$94K - $150K (Glassdoor est.),"Product Development Scientist
Zentis is Europe's number one fruit processing company and one of the leading brand manufacturers of jams, sweets and custard-based dessert. The Company's North American operations are located in Philadelphia, Pennsylvania and Plymouth, Indiana, where we produce fruit and dairy preparations for a variety of customers including yogurt, ice cream and bakery manufacturers.
The Product Development Scientist is responsible for developing new products and technologies with strategically importance to Zentis, ultimately leading to the growth and stability of the business. This is accomplished by fostering close interactions with Sales and Zentis customers to effectively manage projects and develop new business.",-1,Zentis North America,"Plymouth, IN",-1,-1,-1,-1,-1,-1
Postdoctoral Scientist,$94K - $150K (Glassdoor est.),"At Visikol, our mission is to accelerate the discovery and development of therapeutics through transforming tissues into quantitative data sets that we mine for actionable insights. We do this through leveraging our imaging, image analysis and advanced in vitro services that are based on a suite of proprietary software and cutting-edge research. As a company, we operate as a contract research organization and conduct contract research for the world's leading pharmaceutical companies. We are currently looking for a Postdoctoral Researcher to join our team that will be responsible for the execution of research projects for our Clients and designing novel drug discovery assays. Specifically, we are looking for a Postdoctoral Researcher who will lead complex in vitro assay services as well as developing novel cell based assays. This will be a unique opportunity to work side-by-side with our team of Scientists to develop novel drug discovery technologies for use with our pharmaceutical Clients. We are looking for a Postdoctoral Researcher and are open to broad backgrounds within the imaging, cell culture and image analysis spaces. Specifically, we are looking for Researchers that have the following skills and background.",-1,Visikol Inc.,"Hampton, NJ",-1,-1,-1,-1,-1,-1
Scientist,$94K - $150K (Glassdoor est.),"Title: Scientist
Location: Boston, MA and Marlborough, MA
About Akoya Biosciences, Inc.
Located in Menlo Park, CA, and Marlborough, MA. Akoya Biosciences, Inc., is a well-funded and rapidly growing company with industry leading technologies for tissue staining, imaging and analysis and provides spatial biology solutions to the translational and clinical research market. Akoya has developed a mature, analytically robust, and clinically relevant technology platform (Phenoptics™) with unparalleled cellular/tissue imaging capabilities that enables cancer patient phenotyping at high throughput. Leading Pharma and academic- and hospital-based research centers leverage the Phenoptics platform in clinical/translational research studies, including the discovery and clinical validation of predictive biomarker signatures.",3.8,Akoya Biosciences,"Marlborough, MA",51 to 200 Employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD)
"Process Development Scientist- 30491, 30490 & 30558",$94K - $150K (Glassdoor est.),"Process Development Scientist - 30490
Education:
Doctorate degree or Master’s degree and 3 years of directly related experience or Bachelor’s degree and 5 years of directly related experience or Associate’s degree and 10 years of directly related experience.
Preferred Qualifications:
Attributes – Previous experience on Automatic Visual Inspection equipment used for in-process 100% inspection of injections (e.g. EISAI, Bosch, Syntegon, Brevetti, Seidenader) or Camera based inspection systems (Cognex, Halcon, Antares, etc.)",-1,CIS International LLC,"Juncos, PR",-1,-1,-1,-1,-1,-1
Principal Data Scientist – 1212 Deming Way,$97K - $156K (Glassdoor est.),"Are you looking to take your Data Science career to the next level? As a Principal Data Scientist at UW Health, you will have the opportunity to :
Impact human health.
Apply data science to make a real and meaningful impact by working directly with doctors and nurses at the #1 hospital in Wisconsin.
Leverage TBs of data spanning clinical, claims, revenue cycle, finance, patient experience, and administrative data as structured, unstructured, streaming, and geo-spatial data.
Collaborate with well-known researchers at the University of Wisconsin - Madison and the School of Medicine and Public Health (SMPH) on cutting-edge research.",3.9,UW Health,"Madison, WI",10000+ Employees,-1,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Data Scientist I,$97K - $156K (Glassdoor est.),"Battelle delivers when others can’t. We conduct research and development, manage laboratories, design and manufacture products and deliver critical services for our clients—whether they are a multi-national corporation, a small start-up or a government agency.

We recognize and appreciate the value and contributions of individuals with diverse backgrounds and experiences and welcome all qualified individuals to apply.


We are currently seeking a Data Scientist I. This position is located in Columbus, OH.",3.7,Battelle,"Columbus, OH",10000+ Employees,1929,Nonprofit Organization,Research & Development,Business Services,$5 to $10 billion (USD)
Data Scientist,$97K - $156K (Glassdoor est.),"The Data Scientist will work with apart of the Advanced Services team within Global Professional Services. This role will work with a variety of Lexmark teams including Service Operations, Engineering, R&D, and IT. This role will work directly with Lexmark’s customers as needed to develop new capabilities for Lexmark’s IoT initiative. Dive into technical project work to help Predictive Service Management increase customer up time and reduce Lexmark costs. Leverage and create cutting-edge predictive models and supporting technologies to build better services and support for Lexmark print and IoT devices.
Responsibilities:
Work with cross-functional resources including IT, Hardware/Firmware/Software Development Engineering, and Service Operations teams within Lexmark",3.9,"Lexmark International, Inc.","Lexington-Fayette, KY",10000+ Employees,1991,Company - Private,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
Healthcare Data Analyst,$97K - $156K (Glassdoor est.),"At SUN Behavioral Health our team of dedicated, compassionate professionals is committed to improving the health and well-being of the people and communities we serve. We partner with hospitals, doctors, schools and social service agencies to solve the unmet behavioral health needs that exist in neighborhoods across the country. Our top priority is delivering education about the recovery process to programs that save lives and enhance life. At SUN, our team of experts fosters a caring, healing hospital environment designed to meet each persons unique recovery needs in mental health treatment and substance abuse disorders.
Position Summary
The Healthcare Data Analyst is a new role and will serve as a member of the Corporate Information Systems team providing data analytic support to organization management, including business, finance, and clinical teams. The key initial responsibility for this role will be to design and manage the entire data analysis process, to include fundamental organizational reports within applications, such as reporting tools available within the EHR, to more complex design and development of business intelligence solutions. The analyst will collaborate with various stakeholders to create visual and insightful comprehensive reporting and also identify gaps in data due to inefficient workflows or system configurations. The Analyst will also help to ensure data reporting integrity throughout the organization by maintaining knowledge of systems-wide raw data sources such as the EHR (WellSky Interactant), Paycom and CRM, and working closely with diverse staff to define analytic needs in order to identify opportunities for automation and reporting improvements.",3.4,SUN Behavioral Health,"Columbus, OH",1001 to 5000 Employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
Certifying Scientist (2nd or 3rd Shift),$97K - $156K (Glassdoor est.),"SUMMARY: The Certifying Scientist performs clinical laboratory testing by applying standardized procedures, performing quality control and preventative maintenance, and interpreting results as to accuracy, acceptability and critical limits. Interacts with other staff members for training, quality control oversight and data analysis. Functions as a negative certifying scientist and positive certifying scientist.
ESSENTIAL DUTIES:
*Must be willing to work flexible hours/Wed-Sat & Weekends, 2nd Shift 5:00pm-1:30am and/or 3rd shift 11:00pm-7:00am. This is a temporary position due to Covid-19.
Follows lab procedures for specimen handling and processing, reporting and maintaining records and exercising independent judgment when necessary",-1,Luxor Scientific,"Greenville, SC",-1,-1,-1,-1,-1,-1
Scientist,$97K - $156K (Glassdoor est.),"Why Join Revenue Analytics?
Because you have exceptional talents and you want to be part of a fun and highly collaborative team that creates analytical products to solve business problems for world-renowned companies.

What's In It For You?
· Competitive base salary
· 100% paid healthcare including medical, dental, and vision coverage for our employees and their families
· 100% paid life insurance, long and short-term disability coverage for team members
· 401k plan with a generous match and is vested immediately
· Company issued cell phone or phone allowance
· Open PTO plan (take what you need!) and 9 paid holidays",4.2,Revenue Analytics,"Atlanta, GA",51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD)
